This file was created by CMPT_IND_RETS using the 202012 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200111,   2634.42,   1102.59,   1511.87,   3376.60,   1692.60,   5192.94,   1794.74,   2878.66,   3159.17,   1853.40
200112,   2681.31,   1301.87,   1641.68,   3242.46,   1976.63,   5573.45,   1982.54,   3030.46,   3091.38,   2019.57
200201,   2768.31,   1288.95,   1686.31,   3462.07,   1986.06,   5796.05,   2097.39,   2949.33,   3224.98,   2106.48
200202,   2852.24,   1348.13,   1725.06,   3358.12,   1989.09,   5540.29,   2163.00,   2885.54,   3090.66,   2067.79
200203,   2996.21,   1385.60,   1797.80,   3537.03,   1739.81,   5555.08,   2173.17,   2872.50,   3068.80,   2073.39
200204,   3109.66,   1519.92,   1908.94,   3836.45,   1874.00,   5690.57,   2224.44,   2914.93,   3397.40,   2207.46
200205,   3216.10,   1546.23,   1887.10,   3690.63,   1657.95,   5096.16,   2200.92,   2696.31,   3372.50,   2135.60
200206,   3271.29,   1537.57,   1891.19,   3653.50,   1611.78,   5447.83,   2189.14,   2656.19,   3148.38,   2129.19
200207,   3101.20,   1366.49,   1846.73,   3977.11,   1360.19,   4773.35,   2091.98,   2319.88,   3040.95,   2106.16
200208,   2902.13,   1207.26,   1700.44,   3501.35,   1253.97,   4262.28,   1867.84,   2270.05,   2664.00,   1991.52
200209,   3004.87,   1208.44,   1683.25,   3422.77,   1257.23,   4341.42,   1902.43,   2289.26,   2737.84,   2024.27
200210,   2795.14,   1073.51,   1554.73,   3208.09,   1062.23,   3964.81,   1739.06,   2176.57,   2432.18,   1817.34
200211,   2939.32,   1045.28,   1630.48,   3333.90,   1280.11,   4803.60,   1844.73,   2305.91,   2407.21,   1940.68
200212,   2908.20,   1131.38,   1739.27,   3444.81,   1503.95,   5638.33,   1885.95,   2417.77,   2432.79,   2039.39
200301,   2909.79,   1056.78,   1692.08,   3469.42,   1324.27,   5205.96,   1766.29,   2331.18,   2500.49,   1953.37
200302,   2780.06,   1039.44,   1634.05,   3385.06,   1321.34,   5002.23,   1684.94,   2335.57,   2413.96,   1914.93
200303,   2726.04,    983.31,   1606.87,   3457.77,   1371.22,   4760.27,   1673.71,   2333.75,   2305.91,   1872.13
200304,   2662.77,    990.89,   1631.74,   3521.12,   1372.35,   4810.98,   1766.37,   2327.70,   2390.32,   1889.81
200305,   2808.80,   1138.82,   1737.69,   3499.46,   1515.75,   5420.39,   1946.65,   2430.53,   2562.91,   2130.20
200306,   3078.68,   1167.49,   1816.97,   3817.75,   1686.47,   5754.28,   2035.64,   2545.22,   2808.17,   2246.94
200307,   3068.91,   1135.48,   1830.41,   3771.99,   1725.72,   6111.19,   2037.54,   2669.01,   3025.85,   2219.20
200308,   3017.76,   1219.91,   1928.29,   3692.32,   1845.99,   6038.23,   2115.91,   2701.71,   2857.94,   2306.50
200309,   3071.66,   1324.67,   2011.74,   3905.71,   1975.60,   6142.49,   2267.17,   2632.68,   2924.56,   2325.55
200310,   3106.29,   1281.82,   1944.66,   3838.95,   1978.31,   5791.27,   2181.23,   2642.28,   3031.68,   2342.37
200311,   3277.95,   1368.74,   2121.80,   3895.14,   2163.31,   6199.31,   2395.34,   2657.50,   3071.67,   2511.79
200312,   3410.36,   1407.19,   2179.03,   3927.58,   2219.41,   6268.86,   2434.63,   2701.41,   3086.32,   2558.11
200401,   3556.14,   1593.18,   2327.91,   4520.49,   2281.41,   6723.23,   2395.91,   2860.75,   3257.24,   2689.97
200402,   3574.27,   1588.70,   2315.09,   4602.88,   2401.51,   6796.20,   2411.17,   2962.36,   3310.86,   2767.89
200403,   3723.92,   1598.72,   2372.61,   4798.03,   2359.23,   6799.86,   2561.78,   2989.93,   3364.29,   2826.59
200404,   3730.98,   1578.91,   2373.07,   4787.74,   2307.55,   6629.81,   2604.85,   2884.88,   3395.10,   2774.84
200405,   3785.25,   1630.54,   2374.14,   4958.60,   2200.53,   6632.13,   2560.30,   2998.71,   3267.72,   2689.68
200406,   3731.10,   1598.55,   2414.68,   4974.61,   2323.26,   6493.07,   2569.46,   3002.55,   3296.06,   2761.70
200407,   3732.23,   1790.80,   2511.64,   4983.08,   2413.55,   6169.50,   2514.16,   2841.58,   3478.39,   2618.23
200408,   3528.07,   1704.17,   2416.58,   5143.72,   2221.31,   6140.49,   2445.75,   2683.62,   3506.19,   2563.45
200409,   3582.40,   1660.52,   2455.12,   5084.14,   2123.37,   6212.93,   2420.02,   2722.46,   3619.48,   2622.83
200410,   3519.78,   1715.35,   2510.22,   5533.46,   2207.86,   6059.68,   2501.54,   2686.12,   3662.05,   2661.11
200411,   3618.42,   1683.57,   2486.24,   5566.56,   2336.52,   6336.59,   2600.64,   2624.17,   3808.07,   2697.23
200412,   3821.98,   1816.08,   2670.38,   5911.97,   2450.50,   6425.79,   2696.89,   2647.02,   4015.11,   2835.14
200501,   3990.72,   1899.28,   2772.89,   5786.40,   2527.74,   6691.65,   2792.12,   2807.04,   4101.34,   2994.12
200502,   4021.27,   1786.93,   2729.61,   5960.40,   2384.04,   6457.37,   2766.94,   2692.82,   4167.00,   2943.41
200503,   4058.19,   1811.31,   2867.34,   7121.40,   2381.73,   6203.39,   2783.20,   2756.81,   4245.85,   2954.79
200504,   4043.66,   1689.80,   2830.43,   6923.91,   2336.61,   6244.81,   2798.45,   2748.22,   4259.08,   2888.69
200505,   4018.64,   1515.68,   2708.02,   6548.36,   2248.70,   6152.56,   2664.36,   2867.70,   4339.49,   2857.98
200506,   4137.26,   1641.72,   2783.18,   6704.79,   2448.10,   6293.46,   2838.44,   2913.10,   4398.17,   2959.10
200507,   3985.17,   1678.57,   2648.46,   6546.01,   2402.04,   5699.67,   2782.66,   2717.95,   4535.50,   3020.19
200508,   4134.90,   1814.82,   2811.70,   6863.18,   2558.58,   5650.08,   2937.72,   2836.68,   4661.92,   3105.93
200509,   4134.54,   1760.39,   2781.76,   7234.35,   2557.84,   5584.48,   2794.47,   2840.37,   4698.05,   3062.08
200510,   4222.65,   1689.54,   2715.38,   7790.67,   2598.87,   5535.89,   2757.37,   2809.00,   4893.81,   3101.01
200511,   4161.89,   1616.06,   2646.61,   7007.35,   2576.39,   5369.65,   2812.80,   2740.11,   4592.34,   3146.07
200512,   4234.51,   1664.46,   2772.68,   7163.22,   2752.57,   5537.36,   2950.26,   2790.49,   4564.01,   3308.98
200601,   4251.13,   1664.86,   2815.18,   7233.07,   2732.16,   5430.48,   2935.65,   2872.02,   4607.38,   3309.95
200602,   4256.69,   1764.42,   2960.97,   8150.65,   2856.24,   5714.54,   3036.29,   2952.66,   4741.10,   3365.85
200603,   4320.67,   1772.61,   2988.98,   7453.73,   2833.79,   5949.14,   3099.20,   2984.26,   4732.80,   3410.51
200604,   4353.51,   1820.47,   3091.20,   7573.08,   2938.61,   6056.45,   3178.14,   2923.40,   4510.83,   3478.73
200605,   4438.75,   1827.60,   3205.76,   7976.52,   2927.97,   5952.54,   3139.46,   2882.86,   4626.60,   3565.51
200606,   4511.05,   1832.90,   3099.37,   7679.02,   2741.40,   5930.32,   3080.83,   2821.55,   4678.41,   3455.38
200607,   4143.35,   1680.89,   3090.18,   6972.87,   2613.46,   6378.16,   3013.31,   2588.18,   4819.37,   3262.08
200608,   4302.67,   1626.44,   2975.68,   7239.55,   2525.25,   6549.67,   2894.96,   2701.15,   5051.87,   3236.56
200609,   4431.75,   1671.92,   3048.30,   6959.82,   2713.24,   6748.25,   2981.17,   2760.05,   5147.82,   3294.39
200610,   4418.54,   1757.75,   3122.25,   6750.86,   2839.10,   7032.36,   3161.82,   2810.92,   5026.15,   3401.39
200611,   4550.80,   1882.64,   3267.63,   7085.81,   2968.48,   7514.12,   3281.04,   2850.85,   5289.02,   3505.43
200612,   4649.32,   1913.82,   3405.33,   7715.51,   3052.64,   7688.52,   3233.21,   2863.04,   5426.79,   3569.61
200701,   4763.75,   1908.51,   3439.51,   7581.67,   3045.99,   7480.10,   3284.26,   2891.47,   5452.95,   3710.75
200702,   4825.74,   1953.00,   3553.68,   7481.79,   3135.02,   7672.52,   3414.87,   2998.86,   5500.07,   3774.82
200703,   4771.07,   1940.54,   3535.89,   7374.37,   3080.81,   7506.33,   3346.70,   2917.62,   5709.86,   3688.08
200704,   4868.16,   1936.80,   3650.71,   7813.09,   3124.30,   7742.10,   3375.91,   2933.25,   5997.89,   3704.42
200705,   5099.65,   2057.44,   3826.16,   8233.50,   3310.85,   7882.14,   3463.04,   3136.65,   6152.42,   3844.11
200706,   5282.33,   2123.39,   4041.57,   8944.56,   3464.00,   8402.40,   3569.43,   3155.84,   6244.99,   3985.62
200707,   5077.47,   2077.99,   3783.82,   8324.04,   3262.87,   8875.78,   3347.89,   2853.69,   6240.03,   3544.70
200708,   4946.24,   1973.64,   3785.95,   8234.64,   3251.07,   8638.24,   3188.49,   2755.98,   5982.91,   3366.99
200709,   5055.59,   1934.40,   3813.16,   8237.21,   3341.55,   8631.89,   3257.28,   2805.99,   6072.27,   3398.49
200710,   5222.30,   1982.95,   4028.02,   8876.82,   3492.17,   8795.57,   3258.71,   2913.21,   6038.76,   3497.08
200711,   5360.55,   2018.07,   4077.86,   9146.86,   3749.42,   8615.49,   3347.76,   2971.40,   6495.01,   3500.17
200712,   5419.55,   1856.19,   3970.47,   8758.38,   3504.17,   8029.48,   3236.24,   2971.85,   6423.10,   3292.72
200801,   5338.69,   1805.96,   4005.75,   9421.26,   3581.06,   8069.00,   3152.12,   2862.66,   6528.08,   3164.52
200802,   5094.50,   1697.33,   3730.56,   8634.70,   3148.89,   7512.84,   3144.96,   2741.73,   6068.29,   3120.01
200803,   5078.40,   1593.17,   3766.18,   9387.52,   3049.78,   7286.39,   3008.54,   2724.54,   5860.69,   2873.35
200804,   5139.15,   1540.38,   3773.73,   9175.22,   3080.08,   7328.13,   3091.28,   2706.90,   5898.52,   2835.16
200805,   5116.47,   1641.80,   3980.39,  10215.90,   3325.48,   7665.34,   3280.85,   2742.98,   6266.19,   2953.37
200806,   5299.56,   1666.16,   4094.26,  10631.49,   3525.74,   8027.62,   3318.92,   2792.00,   6463.66,   2893.61
200807,   4966.00,   1296.88,   3470.70,   9942.61,   3008.58,   7010.72,   2935.35,   2548.10,   6225.34,   2359.86
200808,   5082.49,   1292.71,   3476.04,   8444.79,   3004.16,   6818.90,   2996.08,   2741.68,   5766.57,   2460.75
200809,   5225.94,   1322.65,   3535.35,   8407.44,   3114.45,   7154.76,   3171.26,   2801.12,   5724.91,   2470.60
200810,   4979.03,   1199.41,   3071.18,   7356.64,   2748.73,   6296.64,   3022.52,   2662.35,   5018.23,   2311.15
200811,   4219.68,    814.13,   2438.94,   6184.18,   2261.35,   5278.77,   2571.49,   2365.44,   4454.76,   1854.60
200812,   3947.95,    719.04,   2249.95,   6160.90,   2014.53,   5225.55,   2382.82,   2202.56,   4521.93,   1632.07
200901,   3915.71,    733.37,   2291.10,   5964.31,   2067.12,   5443.75,   2514.81,   2380.88,   4413.55,   1638.55
200902,   3790.79,    660.46,   2087.82,   5778.29,   2017.36,   4887.28,   2324.08,   2348.22,   4374.41,   1346.33
200903,   3499.05,    584.82,   1824.65,   5115.80,   1923.62,   4577.45,   2254.30,   1941.18,   3796.11,   1162.76
200904,   3709.62,    665.33,   1955.40,   5334.99,   2165.15,   4871.78,   2486.76,   2085.58,   3888.03,   1322.20
200905,   3883.86,    967.45,   2307.28,   5674.28,   2444.63,   5341.62,   2722.16,   2095.83,   3962.62,   1546.59
200906,   4164.37,    955.08,   2435.18,   6256.75,   2549.23,   5569.10,   2700.31,   2250.57,   4124.15,   1676.18
200907,   3720.23,    962.33,   2321.01,   5703.57,   2619.38,   5263.61,   2632.63,   2287.16,   4287.64,   1669.22
200908,   4015.17,   1150.55,   2592.45,   6025.37,   2853.91,   5511.98,   2824.15,   2428.91,   4466.12,   1829.25
200909,   4066.49,   1185.98,   2667.39,   6045.76,   2916.75,   5616.73,   2929.73,   2496.01,   4449.75,   1990.36
200910,   4216.60,   1221.23,   2841.28,   6392.70,   3091.41,   6025.37,   3012.87,   2434.37,   4583.57,   2062.71
200911,   4184.39,   1230.89,   2779.96,   6642.08,   3059.46,   5859.54,   3053.52,   2266.50,   4450.10,   1968.09
200912,   4379.76,   1345.25,   3000.29,   6828.92,   3218.78,   6347.08,   3212.62,   2471.22,   4625.39,   2093.33
201001,   4475.54,   1412.25,   3078.90,   6787.48,   3424.54,   6804.40,   3297.03,   2554.67,   4882.13,   2129.61
201002,   4391.77,   1399.45,   2992.33,   6466.10,   3177.46,   6362.48,   3243.68,   2568.47,   4654.39,   2079.73
201003,   4540.57,   1499.22,   3140.78,   6692.25,   3336.65,   6541.57,   3398.37,   2600.61,   4608.51,   2157.35
201004,   4784.75,   1637.00,   3346.16,   6901.44,   3605.91,   7050.55,   3602.55,   2690.13,   4736.94,   2358.40
201005,   4762.83,   1754.32,   3464.02,   7190.80,   3691.53,   7346.79,   3713.50,   2633.87,   4864.00,   2421.57
201006,   4487.64,   1599.54,   3174.96,   6287.26,   3402.30,   6973.85,   3517.95,   2418.58,   4532.99,   2217.95
201007,   4227.92,   1535.99,   2899.06,   5513.57,   3107.01,   6177.73,   3095.89,   2400.56,   4572.03,   2260.61
201008,   4535.65,   1766.24,   3165.67,   5934.31,   3361.14,   6799.93,   3261.41,   2462.77,   4873.88,   2432.15
201009,   4499.43,   1613.27,   3003.00,   5802.61,   3156.88,   6642.48,   3123.91,   2418.46,   4910.66,   2250.97
201010,   4750.39,   1831.67,   3302.70,   6395.29,   3592.42,   7229.40,   3508.89,   2643.99,   5075.26,   2455.30
201011,   4942.44,   2006.28,   3486.00,   6692.55,   3854.10,   7533.82,   3601.66,   2716.83,   5160.85,   2535.17
201012,   4961.02,   2149.58,   3558.17,   7164.12,   3862.39,   7386.76,   3756.93,   2656.61,   5150.13,   2567.48
201101,   5149.90,   2355.99,   3820.45,   7831.43,   4119.18,   7867.34,   3881.51,   2814.34,   5300.48,   2832.50
201102,   5025.90,   2392.86,   3931.77,   8470.66,   4319.83,   7827.35,   3855.90,   2812.17,   5442.43,   2891.31
201103,   5302.66,   2435.30,   4094.41,   9086.91,   4421.14,   8578.83,   3948.75,   2908.05,   5547.33,   2979.16
201104,   5493.18,   2476.59,   4174.14,   9311.47,   4407.22,   8693.22,   4007.76,   2955.36,   5576.10,   2978.45
201105,   5774.11,   2531.10,   4311.35,   9431.05,   4574.01,   8943.98,   4220.71,   3154.70,   5789.38,   3024.97
201106,   5944.27,   2437.88,   4219.98,   9090.34,   4527.53,   9088.75,   4278.03,   3264.70,   5896.86,   2968.70
201107,   5848.05,   2689.41,   4038.77,   8898.75,   4246.12,   8329.81,   4044.04,   3026.76,   6017.03,   3273.24
201108,   5852.70,   2449.25,   3851.48,   8920.67,   4256.28,   7869.05,   4014.15,   2922.37,   5983.99,   3152.99
201109,   5824.16,   2152.53,   3612.87,   8032.48,   3962.87,   7490.45,   3888.22,   2835.29,   6021.75,   2919.68
201110,   5544.92,   1847.48,   3219.32,   7027.49,   3800.28,   7034.90,   3737.01,   2728.62,   5908.01,   2629.76
201111,   5933.54,   2299.44,   3687.04,   8225.29,   4290.17,   7534.55,   4122.73,   2883.74,   6323.65,   3000.70
201112,   6103.83,   2112.44,   3749.15,   8451.84,   4209.60,   7592.11,   4172.70,   2923.65,   6392.26,   2965.36
201201,   6195.58,   2083.72,   3730.73,   8449.43,   4186.74,   7891.91,   4220.85,   3015.39,   6628.68,   3009.78
201202,   6219.53,   2362.82,   3977.35,   8601.86,   4561.48,   8032.82,   4414.48,   3137.74,   6443.98,   3224.36
201203,   6455.93,   2501.61,   4139.44,   9185.51,   4889.96,   8428.88,   4561.33,   3182.14,   6489.02,   3354.49
201204,   6718.40,   2523.67,   4169.01,   8881.17,   5137.59,   8630.75,   4699.52,   3328.90,   6581.01,   3525.58
201205,   6769.44,   2330.26,   4152.42,   8782.13,   5031.67,   8724.44,   4756.14,   3353.28,   6535.13,   3486.25
201206,   6699.21,   2136.72,   3828.03,   7847.14,   4633.87,   8626.23,   4635.78,   3259.79,   6502.72,   3249.76
201207,   6574.48,   1999.84,   3708.18,   7719.03,   4672.47,   8693.55,   4483.49,   3275.72,   6717.01,   3303.70
201208,   6660.17,   2026.22,   3741.93,   8056.03,   4691.58,   9007.69,   4562.86,   3360.05,   6961.20,   3273.37
201209,   6747.21,   2104.36,   3874.40,   8217.12,   4903.26,   9099.24,   4699.00,   3412.42,   6686.25,   3387.83
201210,   6806.23,   2201.31,   3949.06,   8669.42,   5005.63,   9525.16,   4839.68,   3572.61,   6814.14,   3538.39
201211,   6685.44,   2327.40,   3931.00,   8554.99,   4728.74,   9444.44,   4801.21,   3506.93,   6878.83,   3571.55
201212,   6889.35,   2422.19,   4067.81,   8440.32,   4843.02,   9536.62,   4860.34,   3579.67,   6635.35,   3575.87
201301,   6737.27,   2592.92,   4174.92,   8542.77,   4853.76,   9710.00,   4824.56,   3568.31,   6623.85,   3692.66
201302,   7191.71,   2680.25,   4425.70,   9196.60,   4986.87,  10245.61,   5133.10,   3858.23,   6948.10,   3962.42
201303,   7410.56,   2704.48,   4482.52,   9187.51,   5039.54,  10466.47,   5169.39,   3938.28,   7063.31,   4043.87
201304,   7750.07,   2841.49,   4606.90,   9487.70,   5230.79,  11058.30,   5451.96,   4198.57,   7440.90,   4223.87
201305,   8142.98,   2942.38,   4652.04,   9437.36,   5280.40,  11592.83,   5628.37,   4297.09,   7809.22,   4279.50
201306,   7949.55,   3224.78,   4799.04,   9712.89,   5529.97,  11339.14,   5775.82,   4394.65,   7299.07,   4555.54
201307,   7651.07,   2971.41,   4634.49,   8999.92,   5141.16,  10839.70,   5399.96,   4125.60,   7887.47,   4351.19
201308,   7966.91,   3268.42,   4920.17,   9503.52,   5484.84,  11315.92,   5715.15,   4460.42,   8239.29,   4591.63
